	aCO2-1	aCO2-2	aCO2-3	aCO2-4	aCO2-5	aCO2-6
ASV3391	0	0	0	0	0	0.000286492
ASV756	0	0	0.000286492	0	0	0
ASV1366	0	0	0	0	0	0
ASV4422	0	0	0	0	0	0
ASV2979	0	0	0	0	0	0
ASV268	0	0	0.001145968	0	0	0
ASV4609	0	0.001145968	0	0	0	0
ASV2929	0	0	0	0	0	0
ASV1165	0	0	0	0.000429738	0	0
ASV2336	0.001002722	0	0	0	0	0
ASV2222	0	0	0	0	0.000143246	0
ASV1253	0	0	0	0.000286492	0	0
ASV2633	0	0	0	0	0	0
ASV2430	0.000429738	0	0	0	0	0
ASV4059	0	0	0	0	0	0
ASV1365	0	0.001289214	0	0	0	0
ASV1446	0	0	0	0	0.000572984	0
ASV1221	0	0	0	0.000572984	0	0
ASV1924	0	0	0	0	0.000286492	0.000572984
ASV2878	0	0	0	0	0	0
ASV2224	0	0	0	0	0.000143246	0
ASV3909	0	0	0	0	0	0
ASV589	0	0.000143246	0	0	0	0
ASV3366	0	0	0	0	0	0.000143246
ASV3278	0	0	0	0	0	0.001145968
ASV2488	0.000429738	0	0	0	0	0
ASV3619	0	0	0	0	0	0
ASV3750	0	0	0	0	0	0
ASV1775	0	0	0	0	0	0
ASV2144	0.000429738	0	0	0	0.000143246	0
ASV2622	0	0	0	0	0	0
ASV4812	0	0.000143246	0	0	0	0
ASV498	0	0	0.000572984	0	0	0
ASV2584	0	0	0	0	0	0
ASV4602	0	0.001862197	0	0	0	0
ASV3307	0	0	0	0	0	0.000286492
ASV3401	0	0	0	0	0	0.000286492
ASV1946	0	0	0	0	0.000429738	0
ASV2754	0	0	0	0	0	0
ASV1388	0	0	0	0	0	0
ASV1913	0	0.000429738	0	0	0.000286492	0
ASV4613	0	0.00143246	0	0	0	0
ASV3466	0	0	0	0	0	0
ASV1847	0	0.001862197	0	0	0.001145968	0
ASV1080	0	0	0	0.000859476	0	0
ASV1462	0	0.000143246	0	0	0	0
ASV2786	0	0	0	0	0	0
ASV4376	0	0	0	0	0	0
ASV4416	0	0	0	0	0	0
ASV995	0	0	0	0.000859476	0	0
ASV4008	0	0	0	0	0	0
ASV3857	0	0	0	0	0	0
ASV672	0	0	0.000143246	0	0	0
ASV4047	0	0	0	0	0	0
ASV2857	0	0	0	0	0	0
ASV2388	0.00071623	0	0	0	0	0.000286492
ASV4865	0	0.000143246	0	0	0	0
ASV676	0	0	0.000286492	0	0	0
ASV3793	0	0	0	0	0	0
ASV2461	0.000429738	0	0	0	0	0
ASV4101	0	0	0	0	0	0
ASV3989	0	0	0	0	0	0
ASV3210	0	0	0	0	0	0
ASV2071	0	0	0	0	0.000286492	0
ASV1190	0	0	0	0.000286492	0	0
ASV1884	0	0	0	0	0.001145968	0.00071623
ASV920	0	0	0	0.001862197	0	0
ASV1398	0.004010887	0	0	0	0.002005443	0
ASV250	0	0	0.001145968	0	0	0
ASV932	0	0	0	0.00143246	0.001289214	0
ASV4886	0	0.000143246	0	0	0	0
ASV2939	0	0.0053001	0	0	0	0
ASV980	0	0	0	0.000572984	0.001145968	0.000859476
ASV2565	0	0.002578427	0	0	0	0
ASV4337	0	0	0	0	0	0
ASV4248	0	0	0	0	0	0
ASV3602	0	0	0	0	0	0.000143246
ASV1018	0.002005443	0	0	0.001145968	0	0.00071623
ASV3134	0	0	0	0	0	0
ASV3686	0	0	0	0	0	0
ASV3703	0	0.000286492	0	0	0	0
ASV1653	0	0	0	0	0	0
ASV31	0.010600201	0.018335482	0.011746168	0.014038103	0.009454233	0.007592036
ASV2510	0.000286492	0	0	0	0	0
ASV973	0	0	0	0.001289214	0	0
ASV497	0	0	0.000429738	0.000429738	0	0
ASV1566	0	0	0	0	0	0
ASV4885	0	0.000143246	0	0	0	0
ASV709	0	0	0.000143246	0	0	0
ASV3980	0	0	0	0	0	0
ASV4082	0	0	0	0	0	0
ASV4731	0	0.000429738	0	0	0	0
ASV4089	0	0	0	0	0	0
ASV4657	0	0.00071623	0	0	0	0
ASV4405	0	0	0	0	0	0
ASV1635	0	0	0	0	0	0
ASV1880	0	0	0	0	0.001145968	0
ASV1980	0	0	0	0	0.000572984	0
ASV3457	0	0	0	0	0	0.000143246
ASV1364	0	0	0	0	0	0
ASV3881	0	0	0	0	0	0
ASV4268	0	0	0	0	0	0
ASV4219	0	0	0	0	0	0
ASV2611	0	0	0	0	0	0
ASV2742	0	0	0	0	0	0
ASV701	0	0	0	0	0	0
ASV4440	0	0	0	0	0	0
ASV277	0.003867641	0.004297379	0.001575705	0.001002722	0	0.001289214
ASV3104	0	0	0	0	0	0
ASV1082	0.000572984	0	0	0.000429738	0.000429738	0
ASV3781	0	0	0	0	0	0
ASV3269	0	0	0	0	0	0.001002722
ASV1906	0	0	0	0	0.000429738	0
ASV3297	0	0.001718951	0	0	0	0.000572984
ASV129	0.0053001	0.002148689	0.002721673	0	0	0.003008165
ASV3036	0	0	0	0	0	0
ASV487	0	0	0.000572984	0	0	0
ASV4174	0	0	0	0	0	0
ASV3824	0	0	0	0	0	0
ASV2881	0	0	0	0	0	0
ASV3476	0	0	0	0	0	0.000143246
ASV2990	0	0	0	0	0	0
ASV3313	0	0	0	0	0	0.00071623
ASV2096	0	0	0	0	0.000143246	0
ASV3399	0	0	0	0	0	0.000286492
ASV897	0	0	0	0.002148689	0	0
ASV699	0	0	0.000143246	0	0	0
ASV652	0	0	0.000143246	0	0	0
ASV2083	0	0	0	0	0.000143246	0
ASV3165	0	0	0	0	0	0
ASV4313	0	0	0	0	0	0
ASV215	0.003724395	0	0.002148689	0	0	0
ASV1399	0	0	0	0	0	0
ASV3214	0	0	0	0	0	0
ASV174	0	0	0.002291935	0	0.001145968	0.002148689
ASV4105	0	0	0	0	0	0
ASV2575	0	0	0	0	0	0
ASV1429	0	0	0	0	0	0
ASV314	0	0	0.001145968	0	0	0.000143246
ASV3243	0	0	0	0	0	0
ASV4450	0	0	0	0	0	0
ASV4690	0	0.000572984	0	0	0	0
ASV3430	0	0	0	0	0	0.000143246
ASV4697	0	0.000286492	0	0	0	0
ASV1937	0	0	0	0	0.000286492	0
ASV3621	0	0	0	0	0	0
ASV171	0	0.001575705	0.002291935	0	0	0.002435181
ASV521	0	0	0.000143246	0	0	0
ASV2739	0	0	0	0	0	0
ASV2511	0.000286492	0	0	0	0	0
ASV1800	0.000429738	0	0	0	0	0
ASV563	0	0	0.000572984	0	0	0
ASV3664	0	0	0	0	0	0
ASV481	0	0	0.000572984	0	0	0
ASV4303	0	0	0	0	0	0
ASV3155	0	0	0	0	0	0
ASV1034	0	0	0	0.000572984	0	0
ASV1459	0	0	0	0	0	0
ASV1251	0	0	0	0.000286492	0	0
ASV2623	0	0	0	0	0	0
ASV1878	0	0	0	0	0.001145968	0
ASV4261	0	0	0	0	0	0
ASV2775	0	0	0	0	0	0
ASV854	0	0	0	0.005156854	0	0
ASV2798	0	0	0	0	0	0
ASV3971	0	0	0	0	0	0
ASV951	0	0	0	0.001145968	0	0
ASV2813	0	0	0	0	0	0
ASV4124	0	0	0	0	0	0
ASV65	0.008881249	0.009024495	0.00744879	0	0.006159576	0.00143246
ASV4065	0	0	0	0	0	0
ASV1280	0	0	0	0.000286492	0	0
ASV2590	0	0	0	0	0	0
ASV946	0	0	0	0.001145968	0	0
ASV3039	0	0	0	0	0	0
ASV4	0.021343647	0.023492336	0.046554935	0.035811488	0.011602922	0.014038103
ASV27	0.010456955	0.007878527	0.01203266	0.015184071	0.008594757	0.003294657
ASV560	0	0	0.000286492	0	0	0
ASV4791	0	0.000143246	0	0	0	0
ASV3494	0	0	0	0	0	0.000143246
ASV3624	0	0	0	0	0	0
ASV3778	0	0	0	0	0	0
ASV1658	0	0	0	0	0	0
ASV1646	0	0.001289214	0	0	0	0
ASV262	0	0.000429738	0.001575705	0.001145968	0.009024495	0.000572984
ASV384	0	0.001575705	0.00071623	0.000859476	0.00071623	0
ASV260	0	0	0.002435181	0.000859476	0	0
ASV491	0	0	0.000429738	0	0	0
ASV1183	0	0	0	0.000286492	0.000143246	0
ASV158	0.004870362	0.001289214	0.002864919	0.003008165	0.002005443	0
ASV2110	0	0	0	0	0.000143246	0
ASV1823	0.003581149	0	0	0	0.003294657	0
ASV2655	0	0	0	0	0	0
ASV325	0	0	0.001289214	0	0	0
ASV2476	0.000429738	0	0	0	0	0
ASV1414	0	0	0	0	0.00143246	0
ASV1641	0	0	0	0	0	0
ASV1302	0	0	0	0.000143246	0	0
ASV1316	0	0	0	0	0	0
ASV4637	0	0.001002722	0	0	0	0
ASV2756	0	0	0	0	0	0
ASV728	0	0	0.000286492	0	0	0
ASV4692	0	0.000143246	0	0	0	0
ASV3607	0	0	0	0	0	0.000143246
ASV4068	0	0	0	0	0	0
ASV3387	0	0	0	0	0	0.000286492
ASV3713	0	0	0	0	0	0
ASV1001	0	0.000429738	0	0.001002722	0	0
ASV836	0	0.003724395	0	0.009024495	0	0.002721673
ASV4677	0	0.000429738	0	0	0	0
ASV1091	0	0.000143246	0	0.000572984	0	0.000143246
ASV2624	0	0	0	0	0	0
ASV1588	0	0	0	0	0	0
ASV3408	0	0	0	0	0	0.000143246
ASV2962	0	0	0	0	0	0
ASV1047	0.002291935	0.002005443	0	0.001002722	0.000286492	0
ASV4673	0	0.000429738	0	0	0	0
ASV2856	0	0	0	0	0	0
ASV3643	0	0	0	0	0	0
ASV486	0	0	0.000572984	0	0	0
ASV1902	0	0	0	0	0.000572984	0
ASV4606	0	0.002148689	0	0	0	0
ASV4333	0	0	0	0	0	0
ASV2452	0.000286492	0	0	0	0	0
ASV1029	0	0	0	0.00071623	0.000286492	0
ASV1613	0	0	0	0	0.000143246	0
ASV2240	0	0	0	0	0.000143246	0
ASV3733	0	0	0	0	0	0
ASV3475	0	0	0	0	0	0.000143246
ASV3314	0	0	0	0	0	0.000572984
ASV38	0.006446068	0.011173184	0.01131643	0.01203266	0.004440625	0.0053001
ASV3335	0	0	0	0	0	0.000286492
ASV2103	0	0	0	0	0.000286492	0
ASV2758	0	0	0	0	0	0
ASV3974	0	0	0	0	0	0
ASV3656	0	0	0	0	0	0
ASV2261	0.00673256	0	0	0	0	0
ASV698	0	0	0.000143246	0	0	0
ASV448	0.0053001	0.00143246	0.00071623	0.000572984	0	0.001575705
ASV4246	0	0	0	0	0	0
ASV3316	0	0	0	0	0	0.000859476
ASV2216	0	0	0	0	0.000143246	0
ASV4413	0	0	0	0	0	0
ASV1128	0	0	0	0.00071623	0	0
ASV2736	0	0	0	0	0	0
ASV1797	0	0	0	0	0	0
ASV1925	0	0	0	0	0.00071623	0
ASV4446	0	0	0	0	0	0
ASV1667	0	0	0	0	0	0
ASV2379	0.00071623	0	0	0	0	0
ASV1262	0	0	0	0.000143246	0	0
ASV2501	0.000286492	0	0	0	0	0
ASV4138	0	0	0	0	0	0
ASV2012	0	0	0	0	0.000286492	0
ASV4152	0	0	0	0	0	0
ASV2131	0	0	0	0	0.000286492	0
ASV4298	0	0	0	0	0	0
ASV3945	0	0	0	0	0	0
ASV3642	0	0	0	0	0	0
ASV478	0	0	0.00071623	0	0.000429738	0
ASV1216	0	0	0	0.000286492	0	0
ASV2579	0	0.001289214	0	0	0	0
ASV1390	0	0	0	0	0	0
ASV1728	0	0	0	0	0	0
ASV1607	0	0	0	0	0.000572984	0
ASV4090	0	0	0	0	0	0
ASV3801	0	0	0	0	0	0
ASV4773	0	0.000143246	0	0	0	0
ASV3184	0	0	0	0	0	0
ASV637	0	0	0.000286492	0	0	0
ASV4869	0	0.000286492	0	0	0	0
ASV4010	0	0	0	0	0	0
ASV3842	0	0	0	0	0	0
ASV3212	0	0	0	0	0	0
ASV58	0	0.0053001	0.007878527	0.00673256	0.001718951	0.004297379
ASV3436	0	0	0	0	0	0.000143246
ASV618	0	0	0	0	0	0
ASV4867	0	0.000286492	0	0	0	0
ASV3946	0	0	0	0	0	0
ASV2361	0.001002722	0	0	0	0	0
ASV4282	0	0	0	0	0	0
ASV2010	0	0.001575705	0	0	0.000286492	0.002578427
ASV2053	0	0	0	0	0.000143246	0
ASV2915	0	0	0	0	0	0
ASV1994	0	0	0	0	0.000429738	0
ASV4761	0	0.000429738	0	0	0	0
ASV1092	0.000572984	0	0	0.00071623	0	0
ASV2597	0	0	0	0	0	0
ASV3258	0	0	0	0	0	0.002291935
ASV4266	0	0	0	0	0	0
ASV2098	0	0	0	0	0.000143246	0
ASV3150	0	0	0	0	0	0
ASV3975	0	0	0	0	0	0
ASV940	0	0	0	0.001289214	0	0.000572984
ASV3625	0	0	0	0	0	0
ASV3935	0	0	0	0	0	0
ASV801	0	0	0.000143246	0	0	0
ASV2156	0	0	0	0	0.000286492	0
ASV4891	0	0.000286492	0	0	0	0
ASV1733	0	0	0	0	0	0
ASV1009	0	0	0	0.001289214	0	0
ASV1372	0	0.003008165	0	0	0.001002722	0.00071623
ASV162	0	0.003008165	0.002864919	0.004440625	0	0
ASV105	0.007735281	0.004870362	0.004583871	0.006446068	0.003437903	0.003437903
ASV1610	0	0	0	0	0	0
ASV3266	0	0	0	0	0	0.001575705
ASV4548	0	0	0	0	0	0
ASV1743	0	0	0	0	0	0
ASV170	0	0.004583871	0.001862197	0.004154133	0.003581149	0.003008165
ASV4317	0	0	0	0	0	0
ASV2111	0	0	0	0	0.000429738	0
ASV3742	0	0	0	0	0	0
ASV2436	0.000572984	0	0	0	0	0
ASV368	0	0	0.000859476	0	0	0
ASV370	0	0	0.001002722	0	0.000286492	0
ASV1393	0	0	0	0	0	0
ASV2574	0	0	0	0	0	0
ASV176	0.003437903	0.001002722	0.002291935	0.003294657	0.001002722	0.00673256
ASV694	0	0	0.000143246	0	0	0
ASV1150	0	0	0	0.000429738	0	0
ASV457	0	0	0.000286492	0	0	0
ASV1921	0	0	0	0	0.000572984	0
ASV2422	0.000572984	0	0	0	0	0
ASV3188	0	0	0	0	0	0
ASV3710	0	0	0	0	0	0
ASV797	0	0	0.000143246	0	0	0
ASV1405	0	0	0	0	0	0
ASV1152	0	0	0	0.000286492	0	0
ASV461	0	0	0.001002722	0	0	0
ASV2394	0.00071623	0	0	0	0	0
ASV4842	0	0.000286492	0	0	0	0
ASV639	0	0	0.000286492	0	0	0
ASV1299	0	0	0	0.000286492	0	0
ASV1844	0	0	0	0	0.002435181	0
ASV1278	0	0	0	0.000286492	0	0
ASV1586	0	0	0	0	0	0
ASV874	0.002578427	0.002578427	0	0.003151411	0	0
ASV397	0	0	0.000859476	0	0	0
ASV1704	0	0	0	0	0	0
ASV183	0.002721673	0.003867641	0.002148689	0.004727116	0.005873084	0.00143246
ASV4612	0	0.002005443	0	0	0	0
ASV2320	0.001289214	0	0	0	0	0
ASV4078	0	0	0	0	0	0
ASV2969	0	0	0	0	0	0
ASV3303	0	0	0	0	0	0.000286492
ASV1273	0	0	0	0.000143246	0	0
ASV2662	0	0	0	0	0	0
ASV3729	0	0	0	0	0	0
ASV1555	0	0	0	0	0	0
ASV4675	0	0.000572984	0	0	0	0
ASV2005	0	0	0	0	0.000429738	0
ASV4598	0	0.003008165	0	0	0	0
ASV1998	0	0	0	0	0.000572984	0
ASV1816	0.022059877	0	0	0	0.008165019	0.004583871
ASV2926	0	0	0	0	0	0
ASV2299	0.001862197	0	0	0	0	0
ASV898	0	0	0	0.002291935	0	0
ASV2761	0	0	0	0	0	0
ASV123	0	0.000859476	0.003437903	0	0.004727116	0.001145968
ASV900	0	0	0	0.002148689	0	0
ASV2991	0	0	0	0	0	0
ASV3639	0	0	0	0	0	0
ASV2998	0	0	0	0	0	0
ASV3238	0	0	0	0	0	0
ASV2767	0	0	0	0	0	0
ASV1901	0	0	0	0	0.001289214	0
ASV284	0.001862197	0.002148689	0.00071623	0.003008165	0.000572984	0.00071623
ASV1899	0.000572984	0.000572984	0	0	0.000859476	0.000572984
ASV4860	0	0.000143246	0	0	0	0
ASV1467	0	0	0	0	0	0
ASV2293	0.002291935	0	0	0	0	0
ASV834	0	0	0	0.015327317	0.008881249	0
ASV3389	0	0	0	0	0	0.000429738
ASV4309	0	0	0	0	0	0
ASV4835	0	0.000286492	0	0	0	0
ASV2719	0	0	0	0	0	0
ASV4358	0	0	0	0	0	0
ASV789	0	0	0.000143246	0	0	0
ASV3957	0	0	0	0	0	0
ASV53	0.013178628	0.010600201	0.008021773	0.010743446	0.157857041	0.004870362
ASV121	0.005443346	0.002005443	0.004297379	0.003294657	0.004154133	0.001862197
ASV4053	0	0	0	0	0	0
ASV2861	0	0	0	0	0	0
ASV4755	0	0.000143246	0	0	0	0
ASV4685	0	0.000429738	0	0	0	0
ASV2716	0	0	0	0	0	0
ASV2898	0	0	0	0	0	0
ASV4087	0	0	0	0	0	0
ASV2774	0	0	0	0	0	0
ASV3923	0	0	0	0	0	0
ASV4148	0	0	0	0	0	0
ASV2855	0	0	0	0	0	0
ASV692	0	0	0.000143246	0	0	0
ASV975	0	0	0	0.001145968	0	0
ASV4163	0	0	0	0	0	0
ASV4310	0	0	0	0	0	0
ASV1355	0	0	0	0.000143246	0	0
ASV4050	0	0	0	0	0	0
ASV2931	0	0	0	0	0	0
ASV4189	0	0	0	0	0	0
ASV4662	0	0.00071623	0	0	0	0
ASV4428	0	0.000286492	0	0	0	0
ASV2945	0	0	0	0	0	0
ASV4729	0	0.000286492	0	0	0	0
ASV549	0	0.000286492	0.000429738	0	0.001145968	0
ASV2626	0	0	0	0	0	0
ASV3081	0	0	0	0	0	0
ASV4818	0	0.000286492	0	0	0	0
ASV1828	0	0	0	0	0.003151411	0
ASV4681	0	0.000859476	0	0	0	0
ASV3954	0	0	0	0	0	0
ASV3027	0	0	0	0	0	0
ASV2889	0	0	0	0	0	0
ASV3159	0	0	0	0	0	0
ASV1703	0	0	0	0	0	0
ASV1141	0.001718951	0	0	0.000429738	0	0
ASV2932	0	0	0	0	0	0
ASV1684	0	0	0	0	0	0
ASV4262	0	0	0	0	0	0
ASV939	0.001575705	0.000572984	0	0.001575705	0.000286492	0
ASV1439	0	0	0	0	0	0
ASV2535	0.000286492	0	0	0	0	0
ASV136	0.007735281	0.007878527	0.003008165	0.010456955	0.005443346	0.003294657
ASV4000	0	0	0	0	0	0
ASV1389	0	0.015900301	0	0	0	0
ASV1817	0	0	0	0	0.007162298	0
ASV251	0	0	0.002291935	0	0	0
ASV1989	0	0	0	0	0.000286492	0
ASV948	0.002005443	0	0	0.001289214	0	0.001718951
ASV399	0	0	0.00071623	0	0	0
ASV1203	0	0	0	0.000572984	0	0
ASV4621	0	0.001145968	0	0	0	0
ASV3774	0	0	0	0	0	0
ASV2613	0	0	0	0	0	0
ASV4741	0	0.000286492	0	0	0	0
ASV3348	0	0	0	0	0	0.000286492
ASV3745	0	0	0	0	0	0
ASV3160	0	0	0	0	0	0
ASV2693	0	0	0	0	0	0
ASV708	0	0	0.000429738	0	0	0.000429738
ASV404	0	0	0.000429738	0	0	0
ASV561	0	0	0.000286492	0	0.000143246	0
ASV4019	0	0	0	0	0	0
ASV4052	0	0	0	0	0	0
ASV4344	0	0	0	0	0	0
ASV518	0	0	0.000572984	0	0	0
ASV2193	0	0	0	0	0.000143246	0
ASV4687	0	0.000429738	0	0	0	0
ASV2879	0	0	0	0	0	0
ASV890	0	0	0	0.002148689	0	0.000429738
ASV1630	0	0	0	0	0	0
ASV3061	0	0	0	0	0	0
ASV964	0	0	0	0.001145968	0	0
ASV2593	0	0	0	0	0	0
ASV142	0	0.00673256	0.002721673	0.004870362	0.002578427	0.001145968
ASV271	0	0	0.001718951	0	0	0
ASV1008	0	0	0	0.000572984	0.001145968	0
ASV3990	0	0	0	0	0	0
ASV1482	0	0	0	0	0	0
ASV3687	0	0	0	0	0	0
ASV868	0	0	0	0.003724395	0	0
ASV3204	0	0	0	0	0	0
ASV2804	0	0	0	0	0	0
ASV1730	0	0	0	0	0	0
ASV1449	0	0	0	0	0	0
ASV2772	0	0	0	0	0	0
ASV495	0	0	0.000429738	0	0.000286492	0
ASV1114	0	0	0	0.000429738	0	0.000143246
ASV2880	0	0	0	0	0	0
ASV484	0.002148689	0.000143246	0.000572984	0	0.00143246	0
ASV1475	0.00071623	0	0	0	0	0
ASV407	0	0	0.00071623	0	0	0
ASV1617	0	0	0	0	0	0
ASV4689	0	0.000572984	0	0	0	0
ASV3640	0	0	0	0	0	0
ASV2533	0.000286492	0	0	0	0	0
ASV3237	0	0	0	0	0	0
ASV1895	0	0.000859476	0	0	0.00071623	0
ASV3768	0	0	0	0	0	0
ASV286	0	0	0.001145968	0	0	0
ASV606	0	0	0.000143246	0	0	0
ASV4783	0	0.000286492	0	0	0	0
ASV4827	0	0.000143246	0	0	0	0
ASV3282	0	0	0	0	0	0.001002722
ASV3424	0	0	0	0	0	0.000286492
ASV1201	0	0	0	0.000286492	0.001002722	0
ASV2447	0.000429738	0	0	0	0	0
ASV585	0	0	0.000143246	0	0	0
ASV3268	0	0	0	0	0	0.001145968
ASV4809	0	0.000429738	0	0	0	0
ASV4072	0	0	0	0	0	0
ASV4435	0	0	0	0	0	0
ASV1543	0	0	0	0	0	0
ASV762	0	0	0.000286492	0	0	0
ASV1710	0	0	0	0	0.001002722	0.000429738
ASV4508	0	0	0	0	0	0
ASV866	0	0	0	0.003724395	0	0
ASV2057	0	0	0	0	0	0
ASV1832	0	0	0	0	0.003008165	0
ASV1322	0	0	0	0.000286492	0	0
ASV1306	0	0	0	0.000143246	0	0
ASV4363	0	0	0	0	0	0
ASV3139	0	0	0	0	0	0
ASV3932	0	0	0	0	0	0
ASV2833	0	0	0	0	0	0
ASV1553	0	0	0	0	0	0
ASV1593	0	0	0	0	0	0
ASV296	0	0	0.001002722	0	0	0
ASV278	0.001862197	0.002291935	0.001575705	0.002721673	0.003581149	0.000859476
ASV4160	0	0	0	0	0	0
ASV3982	0	0	0	0	0	0
ASV369	0	0.001862197	0.001575705	0	0	0
ASV2883	0	0	0	0	0	0
ASV852	0.008308265	0.007878527	0	0.005586592	0.006159576	0.002005443
ASV1649	0	0.001002722	0	0	0.000429738	0
ASV2581	0	0	0	0	0	0
ASV1909	0	0.000429738	0	0	0.000572984	0
ASV2306	0.002005443	0	0	0	0	0
ASV3716	0	0	0	0	0	0
ASV3789	0	0.000286492	0	0	0	0
ASV981	0	0	0	0.001575705	0	0
ASV424	0	0	0.000429738	0.001002722	0.000143246	0
ASV118	0.001145968	0.000859476	0.003294657	0.003294657	0	0
ASV1879	0	0	0	0	0.000859476	0
ASV2365	0.000859476	0	0	0	0	0
ASV3695	0	0	0	0	0	0
ASV1058	0	0	0	0.000859476	0	0
ASV1471	0	0	0	0	0	0
ASV571	0	0	0.000286492	0	0	0
ASV3907	0	0	0	0	0	0
ASV1558	0.001002722	0.001289214	0	0	0	0
ASV3738	0	0	0	0	0	0
ASV2339	0.000859476	0	0	0	0	0
ASV1716	0	0	0	0	0	0
ASV2992	0	0	0	0	0	0
ASV1934	0	0	0	0	0.000572984	0
ASV43	0.006302822	0.007735281	0.010600201	0.007592036	0.006589314	0.003437903
ASV356	0	0	0.000429738	0	0	0
ASV4699	0	0.000286492	0	0	0	0
ASV60	0	0	0.00744879	0.008881249	0	0.001862197
ASV3283	0	0	0	0	0	0.001145968
ASV1598	0	0	0	0	0	0
ASV1665	0	0	0	0	0	0
ASV3245	0	0	0	0	0	0
ASV1291	0	0	0	0.000429738	0	0
ASV4664	0	0.000859476	0	0	0	0
ASV4443	0	0	0	0	0	0
ASV1916	0	0	0	0	0.000859476	0
ASV2491	0.000286492	0	0	0	0	0
ASV4020	0	0	0	0	0	0
ASV841	0	0	0	0.007592036	0	0
ASV2308	0.001862197	0	0	0	0	0
ASV1189	0	0	0	0.000572984	0	0
ASV994	0	0	0	0.001145968	0	0
ASV3048	0	0	0	0	0	0
ASV2585	0	0	0	0	0	0
ASV4447	0	0	0	0	0	0
ASV1604	0	0	0	0	0	0
ASV1552	0	0	0	0	0	0
ASV232	0	0.002291935	0.002291935	0	0.002864919	0
ASV184	0.000572984	0.001289214	0.002721673	0.002578427	0.002578427	0.001145968
ASV4788	0	0.000143246	0	0	0	0
ASV1768	0	0	0	0	0	0
ASV4573	0	0	0	0	0	0
ASV3944	0	0	0	0	0	0
ASV4247	0	0	0	0	0	0
ASV3646	0	0	0	0	0	0
ASV721	0	0	0.000143246	0	0	0
ASV3350	0	0	0	0	0	0.000572984
ASV3393	0	0	0	0	0	0.000286492
ASV1437	0	0	0	0	0.001002722	0
ASV1123	0	0	0	0.000429738	0	0
ASV4570	0	0	0	0	0	0
ASV4744	0	0.000429738	0	0	0	0
ASV383	0	0	0.00071623	0	0	0
ASV447	0	0	0.000572984	0	0	0
ASV3028	0	0	0	0	0	0
ASV4390	0	0	0	0	0	0
ASV1093	0	0	0	0.000286492	0	0
ASV2821	0	0	0	0	0	0
ASV3942	0	0	0	0	0	0
ASV1304	0	0	0	0.000143246	0	0
ASV1127	0	0	0	0.000429738	0	0
ASV4018	0	0	0	0	0	0
ASV4528	0	0	0	0	0	0
ASV3680	0	0	0	0	0	0
ASV4361	0	0	0	0	0	0
ASV1185	0	0	0	0.000286492	0	0
ASV1734	0	0	0	0	0	0
ASV4746	0	0.000143246	0	0	0	0
ASV2413	0.000572984	0	0	0	0	0
ASV1573	0	0	0	0	0	0
ASV4665	0	0.000429738	0	0	0	0
ASV4576	0	0	0	0	0	0
ASV4038	0	0	0	0	0	0
ASV3558	0	0	0	0	0	0.000143246
ASV4798	0	0.000143246	0	0	0	0
ASV1146	0	0	0	0.00071623	0	0
ASV622	0	0	0.000286492	0	0	0
ASV830	0	0.000143246	0.000286492	0	0	0
ASV3997	0	0	0	0	0	0
ASV267	0.001862197	0.004583871	0.001145968	0.000859476	0.001575705	0.00071623
ASV1628	0	0	0	0	0	0
ASV2607	0	0.004870362	0	0	0	0.002005443
ASV2994	0	0	0	0	0	0
ASV2980	0	0	0	0	0	0
ASV39	0	0	0.008594757	0	0	0
ASV3999	0	0	0	0	0	0
ASV2238	0	0	0	0	0.000286492	0
ASV1591	0	0	0	0	0.000429738	0
ASV3274	0	0	0	0	0	0.001002722
ASV1751	0	0	0	0	0	0
ASV86	0	0.006446068	0.004583871	0	0.00143246	0.00143246
ASV1977	0	0	0	0	0.000572984	0
ASV3166	0	0	0	0	0	0
ASV4631	0	0.00071623	0	0	0	0
ASV4700	0	0.000286492	0	0	0	0
ASV3798	0	0	0	0	0	0
ASV3754	0	0	0	0	0	0
ASV225	0	0	0.002435181	0.002721673	0	0
ASV4386	0	0	0	0	0	0
ASV3987	0	0	0	0	0	0
ASV3205	0	0	0	0	0	0
ASV73	0.010170463	0.007305544	0.006446068	0.007305544	0.007592036	0.002148689
ASV4421	0	0	0	0	0	0
ASV4875	0	0.000143246	0	0	0	0
ASV675	0	0	0.000286492	0	0	0
ASV4715	0	0.000429738	0	0	0	0
ASV4701	0	0.000572984	0	0	0	0
ASV1325	0	0	0	0.000286492	0	0
ASV1769	0	0	0	0	0	0
ASV1478	0	0.000429738	0	0	0	0
ASV1474	0	0	0	0	0	0
ASV4366	0	0	0	0	0	0
ASV1907	0.000429738	0	0	0	0.000859476	0
ASV2599	0	0	0	0	0	0
ASV1065	0	0.002005443	0	0.00071623	0	0
ASV1106	0	0	0	0.000859476	0	0
ASV2701	0	0	0	0	0	0
ASV3287	0	0	0	0	0	0.000859476
ASV3439	0	0	0	0	0	0.000143246
ASV358	0	0	0.000429738	0	0	0
ASV899	0.00143246	0.00071623	0	0.002005443	0	0
ASV3661	0	0	0	0	0	0
ASV1621	0	0	0	0	0	0
ASV3467	0	0	0	0	0	0.000286492
ASV4332	0	0	0	0	0	0
ASV849	0.002721673	0	0	0.005586592	0	0
ASV4841	0	0.000286492	0	0	0	0
ASV1182	0	0.000429738	0	0	0.002864919	0.000286492
